1.01561e-02	5.48644e-01	2.61404e+01	4.68680e+01	4.68742e+01	nan
1.11781e-01	2.04815e+00	2.61377e+01	4.68375e+01	4.69082e+01	nan
2.13737e-01	3.12041e+00	2.61307e+01	4.68052e+01	4.69497e+01	nan
3.16366e-01	4.12004e+00	2.61192e+01	4.67677e+01	4.70013e+01	nan
4.20086e-01	5.86641e-01	5.09319e+00	2.61032e+01	4.67228e+01	4.70642e+01
5.25416e-01	1.94545e+00	6.05398e+00	2.60828e+01	4.66694e+01	4.71380e+01
6.33009e-01	2.88796e+00	7.00749e+00	2.60577e+01	4.66067e+01	4.72216e+01
7.43661e-01	3.72927e+00	7.95532e+00	2.60280e+01	4.65347e+01	4.73131e+01
8.58316e-01	4.51485e+00	8.89756e+00	2.59936e+01	4.64534e+01	4.74101e+01
9.78065e-01	5.26022e+00	9.83355e+00	2.59543e+01	4.63631e+01	4.75102e+01
1.10413e+00	5.97244e+00	1.07623e+01	2.59100e+01	4.62640e+01	4.76104e+01
1.23781e+00	6.65538e+00	1.16828e+01	2.58606e+01	4.61567e+01	4.77082e+01
1.38050e+00	7.31152e+00	1.25940e+01	2.58059e+01	4.60417e+01	4.78006e+01
1.53358e+00	7.94266e+00	1.34949e+01	2.57457e+01	4.59194e+01	4.78851e+01
1.69841e+00	8.55027e+00	1.43848e+01	2.56798e+01	4.57906e+01	4.79591e+01
1.87627e+00	9.13560e+00	1.52631e+01	2.56080e+01	4.56559e+01	4.80204e+01
2.06834e+00	9.69980e+00	1.61296e+01	2.55301e+01	4.55160e+01	4.80669e+01
2.27565e+00	1.02439e+01	1.69843e+01	2.54457e+01	4.53717e+01	4.80969e+01
2.49904e+00	1.07688e+01	1.78273e+01	2.53546e+01	4.52237e+01	4.81089e+01
2.73919e+00	1.12752e+01	1.86590e+01	2.52566e+01	4.50728e+01	4.81020e+01
2.99658e+00	1.17639e+01	1.94802e+01	2.51512e+01	4.49199e+01	4.80753e+01
3.27148e+00	1.22353e+01	2.02916e+01	2.50382e+01	4.47656e+01	4.80285e+01
3.56399e+00	1.26898e+01	2.10944e+01	2.49172e+01	4.46107e+01	4.79614e+01
3.87402e+00	1.31276e+01	2.18896e+01	2.47880e+01	4.44560e+01	4.78743e+01
4.20131e+00	1.35486e+01	2.26783e+01	2.46501e+01	4.43022e+01	4.77677e+01
4.54543e+00	1.39529e+01	2.34617e+01	2.45033e+01	4.41499e+01	4.76422e+01
4.90579e+00	1.43402e+01	2.42408e+01	2.43473e+01	4.39996e+01	4.74989e+01
5.28168e+00	1.47103e+01	2.41817e+01	2.50166e+01	4.38520e+01	4.73387e+01
5.67224e+00	1.50630e+01	2.40062e+01	2.57895e+01	4.37075e+01	4.71630e+01
6.07650e+00	1.53981e+01	2.38208e+01	2.65602e+01	4.35665e+01	4.69728e+01
6.49337e+00	1.57154e+01	2.36250e+01	2.73286e+01	4.34294e+01	4.67696e+01
6.92165e+00	1.60148e+01	2.34189e+01	2.80946e+01	4.32965e+01	4.65545e+01
7.36004e+00	1.62962e+01	2.32022e+01	2.88577e+01	4.31681e+01	4.63286e+01
7.80713e+00	1.65598e+01	2.29751e+01	2.96171e+01	4.30444e+01	4.60928e+01
8.26142e+00	1.68057e+01	2.27375e+01	3.03716e+01	4.29257e+01	4.58479e+01
8.72127e+00	1.70341e+01	2.24897e+01	3.11198e+01	4.28123e+01	4.55945e+01
9.18495e+00	1.72452e+01	2.22320e+01	3.18604e+01	4.27045e+01	4.53329e+01
9.65055e+00	1.74396e+01	2.19649e+01	3.25914e+01	4.26024e+01	4.50630e+01
1.01160e+01	1.76174e+01	2.16892e+01	3.33113e+01	4.25064e+01	4.47846e+01
1.05789e+01	1.77792e+01	2.14059e+01	3.40180e+01	4.24167e+01	4.44973e+01
1.10368e+01	1.79253e+01	2.11164e+01	3.47100e+01	4.23337e+01	4.42002e+01
1.14864e+01	1.80561e+01	2.08226e+01	3.53853e+01	4.22576e+01	4.38925e+01
1.19241e+01	1.81719e+01	2.05271e+01	3.60425e+01	4.21887e+01	4.35730e+01
1.23454e+01	1.82732e+01	2.02335e+01	3.66800e+01	4.21273e+01	4.32405e+01
1.27444e+01	1.83601e+01	1.99468e+01	3.72966e+01	4.20737e+01	4.28936e+01
1.31137e+01	1.84331e+01	1.96736e+01	3.78913e+01	4.20279e+01	4.25310e+01
1.34437e+01	1.84922e+01	1.94228e+01	3.84632e+01	4.19895e+01	4.21522e+01
1.37221e+01	1.85377e+01	1.92062e+01	3.90116e+01	4.17517e+01	4.19630e+01
1.39343e+01	1.85697e+01	1.90378e+01	3.95358e+01	4.13354e+01	4.19417e+01
1.40655e+01	1.85884e+01	1.89323e+01	4.00327e+01	4.09016e+01	4.19295e+01
1.41042e+01	1.85937e+01	1.89010e+01	4.03684e+01	4.05839e+01	4.19261e+01
