 (4.59015e+04+0.00000e+00j)	 (1.62382e+03+-5.67584e-05j)	 (0.00000e+00+0.00000e+00j)	 (-4.10967e+04+1.13316e+04j)	 (-1.10622e+02+3.84676e+03j)	 (0.00000e+00+0.00000e+00j)
 (1.62382e+03+5.67584e-05j)	 (4.40265e+04+0.00000e+00j)	 (0.00000e+00+0.00000e+00j)	 (-1.10622e+02+3.84676e+03j)	 (-4.09690e+04+6.88973e+03j)	 (0.00000e+00+0.00000e+00j)
 (0.00000e+00+0.00000e+00j)	 (0.00000e+00+0.00000e+00j)	 (1.32797e+04+0.00000e+00j)	 (0.00000e+00+0.00000e+00j)	 (0.00000e+00+0.00000e+00j)	 (-1.32068e+04+3.46895e+03j)
 (-4.10967e+04+-1.13316e+04j)	 (-1.10622e+02+-3.84676e+03j)	 (0.00000e+00+0.00000e+00j)	 (4.59015e+04+0.00000e+00j)	 (1.62382e+03+-5.67584e-05j)	 (0.00000e+00+0.00000e+00j)
 (-1.10622e+02+-3.84676e+03j)	 (-4.09690e+04+-6.88973e+03j)	 (0.00000e+00+0.00000e+00j)	 (1.62382e+03+5.67584e-05j)	 (4.40265e+04+0.00000e+00j)	 (0.00000e+00+0.00000e+00j)
 (0.00000e+00+0.00000e+00j)	 (0.00000e+00+0.00000e+00j)	 (-1.32068e+04+-3.46895e+03j)	 (0.00000e+00+0.00000e+00j)	 (0.00000e+00+0.00000e+00j)	 (1.32797e+04+0.00000e+00j)
